class,field,value
weapon_sawedoff,m_flInaccuracyJump,0.0577|0.0577
weapon_sawedoff,m_flInaccuracyJumpApex,0.0
weapon_sawedoff,m_flInaccuracyJumpInitial,0.05012
weapon_sawedoff,m_flInaccuracyLadder,0.036|0.036
weapon_sawedoff,m_flInaccuracyLand,0.000108|0.000108
weapon_sawedoff,m_flInaccuracyMove,0.0168|0.0168
weapon_sawedoff,m_flInaccuracyPitchShift,0.0
weapon_sawedoff,m_flInaccuracyReload,0.0
weapon_sawedoff,m_flInaccuracyStand,0.007|0.007
weapon_sawedoff,m_flMaxSpeed,210.0|210.0
weapon_sawedoff,m_flPenetration,1.0
weapon_sawedoff,m_flRange,1400.0
weapon_sawedoff,m_flRangeModifier,0.45
weapon_sawedoff,m_flRecoilAngle,0.0|0.0
weapon_sawedoff,m_flRecoilAngleVariance,20.0|20.0
weapon_sawedoff,m_flRecoilMagnitude,143.0|143.0
weapon_sawedoff,m_flRecoilMagnitudeVariance,22.0|22.0
weapon_sawedoff,m_flRecoveryTimeCrouch,0.328941
weapon_sawedoff,m_flRecoveryTimeCrouchFinal,0.328941
weapon_sawedoff,m_flRecoveryTimeStand,0.460517
weapon_sawedoff,m_flRecoveryTimeStandFinal,0.460517
weapon_sawedoff,m_flSpread,0.062|0.062
weapon_sawedoff,m_flTimeBetweenBurstShots,0.0
weapon_sawedoff,m_flZoomTime0,0.0
weapon_sawedoff,m_flZoomTime1,0.0
weapon_sawedoff,m_flZoomTime2,0.0
weapon_sawedoff,m_iDefaultClip1,-1
weapon_sawedoff,m_iDefaultClip2,-1
weapon_sawedoff,m_iMaxClip1,7
weapon_sawedoff,m_iMaxClip2,0
weapon_sawedoff,m_iRumbleEffect,5
weapon_sawedoff,m_iWeight,20
weapon_sawedoff,m_nCrosshairDeltaDistance,4
weapon_sawedoff,m_nCrosshairMinDistance,9
weapon_sawedoff,m_nDamage,32
weapon_sawedoff,m_nKillAward,900
weapon_sawedoff,m_nNumBullets,8
weapon_sawedoff,m_nPrice,1100
weapon_sawedoff,m_nPrimaryAmmoType,BULLET_PLAYER_BUCKSHOT
weapon_sawedoff,m_nPrimaryReserveAmmoMax,32
weapon_sawedoff,m_nRecoilSeed,1089
weapon_sawedoff,m_nRecoveryTransitionEndBullet,5
weapon_sawedoff,m_nRecoveryTransitionStartBullet,2
weapon_sawedoff,m_nSecondaryReserveAmmoMax,0
weapon_sawedoff,m_nSpreadSeed,9571223
weapon_sawedoff,m_nTracerFrequency,1
weapon_sawedoff,m_nZoomFOV1,90
weapon_sawedoff,m_nZoomFOV2,90
weapon_sawedoff,m_nZoomLevels,0
weapon_sawedoff,m_szAnimClass,weapon_sawedoff
weapon_sawedoff,m_szAnimSkeleton,animation/skeletons/weapons/sawedoff.vnmskel
weapon_sawedoff,m_szName,weapon_sawedoff
weapon_sawedoff,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_shot.vpcf
weapon_sawedoff,m_szWorldModel,weapons/models/sawedoff/weapon_shot_sawedoff.vmdl
weapon_sawedoff,m_vecMuzzlePos0,35.318|-4.309|-2.752
weapon_mag7,_base,weapon_mag7_prefab
weapon_mag7,_class,weapon_mag7
weapon_mag7,_not_pickable,1
weapon_mag7,m_GearSlot,GEAR_SLOT_RIFLE
weapon_mag7,m_GearSlotPosition,0
weapon_mag7,m_WeaponType,WEAPONTYPE_SHOTGUN
weapon_mag7,m_bAllowFlipping,true
weapon_mag7,m_bAutoSwitchFrom,true
weapon_mag7,m_bAutoSwitchTo,true
weapon_mag7,m_bBuiltRightHanded,true
weapon_mag7,m_bCannotShootUnderwater,false
weapon_mag7,m_bHasBurstMode,false
weapon_mag7,m_bHideViewModelWhenZoomed,false
weapon_mag7,m_bIsFullAuto,false
weapon_mag7,m_bIsRevolver,false
weapon_mag7,m_bMeleeWeapon,false
weapon_mag7,m_bReserveAmmoAsClips,true
weapon_mag7,m_bUnzoomsAfterShot,false
weapon_mag7,m_eSilencerType,WEAPONSILENCER_NONE
weapon_mag7,m_flArmorRatio,1.5
weapon_mag7,m_flAttackMovespeedFactor,1.0
weapon_mag7,m_flCycleTime,0.85
weapon_mag7,m_flCycleTimeWhenInBurstMode,0.0
weapon_mag7,m_flDeployDuration,1.0
weapon_mag7,m_flDisallowAttackAfterReloadStartDuration,2.5
weapon_mag7,m_flFlinchVelocityModifierLarge,0.4
weapon_mag7,m_flFlinchVelocityModifierSmall,0.45
weapon_mag7,m_flHeadshotMultiplier,4.0
weapon_mag7,m_flInaccuracyAltSoundThreshold,0.0
weapon_mag7,m_flInaccuracyCrouch,0.00525|0.00525
weapon_mag7,m_flInaccuracyFire,0.01119|0.01119
weapon_mag7,m_flInaccuracyJump,0.05009|0.05009
weapon_mag7,m_flInaccuracyJumpApex,0.0
weapon_mag7,m_flInaccuracyJumpInitial,0.05264
weapon_mag7,m_flInaccuracyLadder,0.13426|0.13426
weapon_mag7,m_flInaccuracyLand,0.000103|0.000103
weapon_mag7,m_flInaccuracyMove,0.01599|0.01599
weapon_mag7,m_flInaccuracyPitchShift,0.0
weapon_mag7,m_flInaccuracyReload,0.0
weapon_mag7,m_flInaccuracyStand,0.007|0.007
weapon_mag7,m_flMaxSpeed,225.0|225.0
weapon_mag7,m_flPenetration,1.0
weapon_mag7,m_flRange,1400.0
weapon_mag7,m_flRangeModifier,0.45
weapon_mag7,m_flRecoilAngle,0.0|0.0
weapon_mag7,m_flRecoilAngleVariance,20.0|20.0
weapon_mag7,m_flRecoilMagnitude,165.0|165.0
weapon_mag7,m_flRecoilMagnitudeVariance,25.0|25.0
weapon_mag7,m_flRecoveryTimeCrouch,0.285521
weapon_mag7,m_flRecoveryTimeCrouchFinal,0.285521
weapon_mag7,m_flRecoveryTimeStand,0.399729
weapon_mag7,m_flRecoveryTimeStandFinal,0.399729
weapon_mag7,m_flSpread,0.04|0.04
weapon_mag7,m_flTimeBetweenBurstShots,0.0
weapon_mag7,m_flZoomTime0,0.0
weapon_mag7,m_flZoomTime1,0.0
weapon_mag7,m_flZoomTime2,0.0
weapon_mag7,m_iDefaultClip1,-1
weapon_mag7,m_iDefaultClip2,-1
weapon_mag7,m_iMaxClip1,5
weapon_mag7,m_iMaxClip2,0
weapon_mag7,m_iRumbleEffect,5
weapon_mag7,m_iWeight,20
weapon_mag7,m_nCrosshairDeltaDistance,4
weapon_mag7,m_nCrosshairMinDistance,9
weapon_mag7,m_nDamage,30
weapon_mag7,m_nKillAward,900
weapon_mag7,m_nNumBullets,8
weapon_mag7,m_nPrice,1300
weapon_mag7,m_nPrimaryAmmoType,BULLET_PLAYER_BUCKSHOT
weapon_mag7,m_nPrimaryReserveAmmoMax,3
weapon_mag7,m_nRecoilSeed,12518
weapon_mag7,m_nRecoveryTransitionEndBullet,5
weapon_mag7,m_nRecoveryTransitionStartBullet,2
weapon_mag7,m_nSecondaryReserveAmmoMax,0
weapon_mag7,m_nSpreadSeed,19899236
weapon_mag7,m_nTracerFrequency,1
weapon_mag7,m_nZoomFOV1,90
weapon_mag7,m_nZoomFOV2,90
weapon_mag7,m_nZoomLevels,0
weapon_mag7,m_szAnimSkeleton,animation/skeletons/weapons/mag7.vnmskel
weapon_mag7,m_szName,weapon_mag7
weapon_mag7,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_shot.vpcf
weapon_mag7,m_szWorldModel,weapons/models/mag7/weapon_shot_mag7.vmdl
weapon_mag7,m_vecMuzzlePos0,39.795|-6.293|-5.04
weapon_mac10,_base,weapon_mac10_prefab
weapon_mac10,_class,weapon_mac10
weapon_mac10,_not_pickable,1
weapon_mac10,m_GearSlot,GEAR_SLOT_RIFLE
weapon_mac10,m_GearSlotPosition,0
weapon_mac10,m_WeaponType,WEAPONTYPE_SUBMACHINEGUN
weapon_mac10,m_bAllowFlipping,true
weapon_mac10,m_bAutoSwitchFrom,true
weapon_mac10,m_bAutoSwitchTo,true
weapon_mac10,m_bBuiltRightHanded,true
weapon_mac10,m_bCannotShootUnderwater,false
weapon_mac10,m_bHasBurstMode,false
weapon_mac10,m_bHideViewModelWhenZoomed,false
weapon_mac10,m_bIsFullAuto,true
weapon_mac10,m_bIsRevolver,false
weapon_mac10,m_bMeleeWeapon,false
weapon_mac10,m_bReserveAmmoAsClips,true
weapon_mac10,m_bUnzoomsAfterShot,false
weapon_mac10,m_eSilencerType,WEAPONSILENCER_NONE
weapon_mac10,m_flArmorRatio,1.15
weapon_mac10,m_flAttackMovespeedFactor,1.0
weapon_mac10,m_flCycleTime,0.075
weapon_mac10,m_flCycleTimeWhenInBurstMode,0.0
weapon_mac10,m_flDeployDuration,1.0
weapon_mac10,m_flDisallowAttackAfterReloadStartDuration,2.566667
weapon_mac10,m_flFlinchVelocityModifierLarge,0.0
weapon_mac10,m_flFlinchVelocityModifierSmall,0.0
weapon_mac10,m_flHeadshotMultiplier,4.0
weapon_mac10,m_flInaccuracyAltSoundThreshold,0.0
weapon_mac10,m_flInaccuracyCrouch,0.00998|0.00998
weapon_mac10,m_flInaccuracyFire,0.00476|0.00476
weapon_mac10,m_flInaccuracyJump,0.0333|0.0333
weapon_mac10,m_flInaccuracyJumpApex,0.0
weapon_mac10,m_flInaccuracyJumpInitial,0.03499
weapon_mac10,m_flInaccuracyLadder,0.03426|0.03426
weapon_mac10,m_flInaccuracyLand,0.000069|0.000069
weapon_mac10,m_flInaccuracyMove,0.01399|0.01399
weapon_mac10,m_flInaccuracyPitchShift,0.0
weapon_mac10,m_flInaccuracyReload,0.0
weapon_mac10,m_flInaccuracyStand,0.0133|0.0133
weapon_mac10,m_flMaxSpeed,240.0|240.0
weapon_mac10,m_flPenetration,1.0
weapon_mac10,m_flRange,3600.0
weapon_mac10,m_flRangeModifier,0.8
weapon_mac10,m_flRecoilAngle,0.0|0.0
weapon_mac10,m_flRecoilAngleVariance,70.0|70.0
weapon_mac10,m_flRecoilMagnitude,18.0|18.0
weapon_mac10,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_mac10,m_flRecoveryTimeCrouch,0.285521
weapon_mac10,m_flRecoveryTimeCrouchFinal,0.285521
weapon_mac10,m_flRecoveryTimeStand,0.399729
weapon_mac10,m_flRecoveryTimeStandFinal,0.399729
weapon_mac10,m_flSpread,0.0006|0.0006
weapon_mac10,m_flTimeBetweenBurstShots,0.0
weapon_mac10,m_flZoomTime0,0.0
weapon_mac10,m_flZoomTime1,0.0
weapon_mac10,m_flZoomTime2,0.0
weapon_mac10,m_iDefaultClip1,-1
weapon_mac10,m_iDefaultClip2,-1
weapon_mac10,m_iMaxClip1,30
weapon_mac10,m_iMaxClip2,0
weapon_mac10,m_iRumbleEffect,3
weapon_mac10,m_iWeight,25
weapon_mac10,m_nCrosshairDeltaDistance,3
weapon_mac10,m_nCrosshairMinDistance,9
weapon_mac10,m_nDamage,29
weapon_mac10,m_nKillAward,600
weapon_mac10,m_nNumBullets,1
weapon_mac10,m_nPrice,1050
weapon_mac10,m_nPrimaryAmmoType,BULLET_PLAYER_45ACP
weapon_mac10,m_nPrimaryReserveAmmoMax,3
weapon_mac10,m_nRecoilSeed,34079
weapon_mac10,m_nRecoveryTransitionEndBullet,5
weapon_mac10,m_nRecoveryTransitionStartBullet,2
weapon_mac10,m_nSecondaryReserveAmmoMax,0
weapon_mac10,m_nSpreadSeed,0
weapon_mac10,m_nTracerFrequency,3
weapon_mac10,m_nZoomFOV1,90
weapon_mac10,m_nZoomFOV2,90
weapon_mac10,m_nZoomLevels,0
weapon_mac10,m_szAnimSkeleton,animation/skeletons/weapons/mac10.vnmskel
weapon_mac10,m_szName,weapon_mac10
weapon_mac10,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_smg.vpcf
weapon_mac10,m_szWorldModel,weapons/models/mac10/weapon_smg_mac10.vmdl
weapon_mac10,m_vecMuzzlePos0,28.289|-6.171|-3.444
weapon_mp9,_base,weapon_mp9_prefab
weapon_mp9,_class,weapon_mp9
weapon_mp9,_not_pickable,1
weapon_mp9,m_GearSlot,GEAR_SLOT_RIFLE
weapon_mp9,m_GearSlotPosition,0
weapon_mp9,m_WeaponType,WEAPONTYPE_SUBMACHINEGUN
weapon_mp9,m_bAllowFlipping,true
weapon_mp9,m_bAutoSwitchFrom,true
weapon_mp9,m_bAutoSwitchTo,true
weapon_mp9,m_bBuiltRightHanded,true
weapon_mp9,m_bCannotShootUnderwater,false
weapon_mp9,m_bHasBurstMode,false
weapon_mp9,m_bHideViewModelWhenZoomed,false
weapon_mp9,m_bIsFullAuto,true
weapon_mp9,m_bIsRevolver,false
weapon_mp9,m_bMeleeWeapon,false
weapon_mp9,m_bReserveAmmoAsClips,true
weapon_mp9,m_bUnzoomsAfterShot,false
weapon_mp9,m_eSilencerType,WEAPONSILENCER_NONE
weapon_mp9,m_flArmorRatio,1.2
weapon_mp9,m_flAttackMovespeedFactor,1.0
weapon_mp9,m_flCycleTime,0.07
weapon_mp9,m_flCycleTimeWhenInBurstMode,0.0
weapon_mp9,m_flDeployDuration,1.2
weapon_mp9,m_flDisallowAttackAfterReloadStartDuration,2.133333
weapon_mp9,m_flFlinchVelocityModifierLarge,0.0
weapon_mp9,m_flFlinchVelocityModifierSmall,0.0
weapon_mp9,m_flHeadshotMultiplier,4.0
weapon_mp9,m_flInaccuracyAltSoundThreshold,0.0
weapon_mp9,m_flInaccuracyCrouch,0.008|0.008
weapon_mp9,m_flInaccuracyFire,0.0037|0.0037
weapon_mp9,m_flInaccuracyJump,0.05|0.05
weapon_mp9,m_flInaccuracyJumpApex,0.0
weapon_mp9,m_flInaccuracyJumpInitial,0.03728
weapon_mp9,m_flInaccuracyLadder,0.148913|0.148913
weapon_mp9,m_flInaccuracyLand,0.000056|0.000056
weapon_mp9,m_flInaccuracyMove,0.02904|0.02904
weapon_mp9,m_flInaccuracyPitchShift,0.0
weapon_mp9,m_flInaccuracyReload,0.0
weapon_mp9,m_flInaccuracyStand,0.009|0.009
weapon_mp9,m_flMaxSpeed,240.0|240.0
weapon_mp9,m_flPenetration,1.0
weapon_mp9,m_flRange,3600.0
weapon_mp9,m_flRangeModifier,0.87
weapon_mp9,m_flRecoilAngle,0.0|0.0
weapon_mp9,m_flRecoilAngleVariance,70.0|70.0
weapon_mp9,m_flRecoilMagnitude,21.0|21.0
weapon_mp9,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_mp9,m_flRecoveryTimeCrouch,0.184207
weapon_mp9,m_flRecoveryTimeCrouchFinal,0.184207
weapon_mp9,m_flRecoveryTimeStand,0.25789
weapon_mp9,m_flRecoveryTimeStandFinal,0.25789
weapon_mp9,m_flSpread,0.0006|0.0006
weapon_mp9,m_flTimeBetweenBurstShots,0.0
weapon_mp9,m_flZoomTime0,0.0
weapon_mp9,m_flZoomTime1,0.0
weapon_mp9,m_flZoomTime2,0.0
weapon_mp9,m_iDefaultClip1,-1
weapon_mp9,m_iDefaultClip2,-1
weapon_mp9,m_iMaxClip1,30
weapon_mp9,m_iMaxClip2,0
weapon_mp9,m_iRumbleEffect,3
weapon_mp9,m_iWeight,25
weapon_mp9,m_nCrosshairDeltaDistance,3
weapon_mp9,m_nCrosshairMinDistance,7
weapon_mp9,m_nDamage,26
weapon_mp9,m_nKillAward,600
weapon_mp9,m_nNumBullets,1
weapon_mp9,m_nPrice,1250
weapon_mp9,m_nPrimaryAmmoType,BULLET_PLAYER_9MM
weapon_mp9,m_nPrimaryReserveAmmoMax,2
weapon_mp9,m_nRecoilSeed,50729
weapon_mp9,m_nRecoveryTransitionEndBullet,5
weapon_mp9,m_nRecoveryTransitionStartBullet,2
weapon_mp9,m_nSecondaryReserveAmmoMax,0
weapon_mp9,m_nSpreadSeed,0
weapon_mp9,m_nTracerFrequency,3
weapon_mp9,m_nZoomFOV1,90
weapon_mp9,m_nZoomFOV2,90
weapon_mp9,m_nZoomLevels,0
weapon_mp9,m_szAnimSkeleton,animation/skeletons/weapons/mp9.vnmskel
weapon_mp9,m_szName,weapon_mp9
weapon_mp9,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_smg.vpcf
weapon_mp9,m_szWorldModel,weapons/models/mp9/weapon_smg_mp9.vmdl
weapon_mp9,m_vecMuzzlePos0,22.783|-4.759|-2.531
weapon_mp7,_base,weapon_mp7_prefab
weapon_mp7,_class,weapon_mp7
weapon_mp7,_not_pickable,1
weapon_mp7,m_GearSlot,GEAR_SLOT_RIFLE
weapon_mp7,m_GearSlotPosition,0
weapon_mp7,m_WeaponType,WEAPONTYPE_SUBMACHINEGUN
weapon_mp7,m_bAllowFlipping,true
weapon_mp7,m_bAutoSwitchFrom,true
weapon_mp7,m_bAutoSwitchTo,true
weapon_mp7,m_bBuiltRightHanded,true
weapon_mp7,m_bCannotShootUnderwater,false
weapon_mp7,m_bHasBurstMode,false
weapon_mp7,m_bHideViewModelWhenZoomed,false
weapon_mp7,m_bIsFullAuto,true
weapon_mp7,m_bIsRevolver,false
weapon_mp7,m_bMeleeWeapon,false
weapon_mp7,m_bReserveAmmoAsClips,true
weapon_mp7,m_bUnzoomsAfterShot,false
weapon_mp7,m_eSilencerType,WEAPONSILENCER_NONE
weapon_mp7,m_flArmorRatio,1.25
weapon_mp7,m_flAttackMovespeedFactor,1.0
weapon_mp7,m_flCycleTime,0.08
weapon_mp7,m_flCycleTimeWhenInBurstMode,0.0
weapon_mp7,m_flDeployDuration,1.0
weapon_mp7,m_flDisallowAttackAfterReloadStartDuration,3.166667
weapon_mp7,m_flFlinchVelocityModifierLarge,0.0
weapon_mp7,m_flFlinchVelocityModifierSmall,0.0
weapon_mp7,m_flHeadshotMultiplier,4.0
weapon_mp7,m_flInaccuracyAltSoundThreshold,0.0
weapon_mp7,m_flInaccuracyCrouch,0.0085|0.0085
weapon_mp7,m_flInaccuracyFire,0.00218|0.00218
weapon_mp7,m_flInaccuracyJump,0.0596|0.0596
weapon_mp7,m_flInaccuracyJumpApex,0.0
weapon_mp7,m_flInaccuracyJumpInitial,0.05541
weapon_mp7,m_flInaccuracyLadder,0.05756|0.05756
weapon_mp7,m_flInaccuracyLand,0.000115|0.000115
weapon_mp7,m_flInaccuracyMove,0.01986|0.01986
weapon_mp7,m_flInaccuracyPitchShift,0.0
weapon_mp7,m_flInaccuracyReload,0.0
weapon_mp7,m_flInaccuracyStand,0.01|0.01
weapon_mp7,m_flMaxSpeed,220.0|220.0
weapon_mp7,m_flPenetration,1.0
weapon_mp7,m_flRange,3600.0
weapon_mp7,m_flRangeModifier,0.87
weapon_mp7,m_flRecoilAngle,0.0|0.0
weapon_mp7,m_flRecoilAngleVariance,70.0|70.0
weapon_mp7,m_flRecoilMagnitude,16.0|16.0
weapon_mp7,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_mp7,m_flRecoveryTimeCrouch,0.312494
weapon_mp7,m_flRecoveryTimeCrouchFinal,0.312494
weapon_mp7,m_flRecoveryTimeStand,0.437491
weapon_mp7,m_flRecoveryTimeStandFinal,0.437491
weapon_mp7,m_flSpread,0.0006|0.0006
weapon_mp7,m_flTimeBetweenBurstShots,0.0
weapon_mp7,m_flZoomTime0,0.0
weapon_mp7,m_flZoomTime1,0.0
weapon_mp7,m_flZoomTime2,0.0
weapon_mp7,m_iDefaultClip1,-1
weapon_mp7,m_iDefaultClip2,-1
weapon_mp7,m_iMaxClip1,30
weapon_mp7,m_iMaxClip2,0
weapon_mp7,m_iRumbleEffect,3
weapon_mp7,m_iWeight,25
weapon_mp7,m_nCrosshairDeltaDistance,2
weapon_mp7,m_nCrosshairMinDistance,6
weapon_mp7,m_nDamage,30
weapon_mp7,m_nKillAward,600
weapon_mp7,m_nNumBullets,1
weapon_mp7,m_nPrice,1400
weapon_mp7,m_nPrimaryAmmoType,BULLET_PLAYER_9MM
weapon_mp7,m_nPrimaryReserveAmmoMax,3
weapon_mp7,m_nRecoilSeed,61649
weapon_mp7,m_nRecoveryTransitionEndBullet,5
weapon_mp7,m_nRecoveryTransitionStartBullet,2
weapon_mp7,m_nSecondaryAmmoType,BULLET_PLAYER_9MM
weapon_mp7,m_nSecondaryReserveAmmoMax,0
weapon_mp7,m_nSpreadSeed,0
weapon_mp7,m_nTracerFrequency,3
weapon_mp7,m_nZoomFOV1,90
weapon_mp7,m_nZoomFOV2,90
weapon_mp7,m_nZoomLevels,0
weapon_mp7,m_szAnimSkeleton,animation/skeletons/weapons/mp7.vnmskel
weapon_mp7,m_szName,weapon_mp7
weapon_mp7,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_smg.vpcf
weapon_mp7,m_szWorldModel,weapons/models/mp7/weapon_smg_mp7.vmdl
weapon_mp7,m_vecMuzzlePos0,27.101|-5.278|-3.958
weapon_mp5sd,_base,weapon_mp5sd_prefab
weapon_mp5sd,_class,weapon_mp7
weapon_mp5sd,_not_pickable,1
weapon_mp5sd,m_GearSlot,GEAR_SLOT_RIFLE
weapon_mp5sd,m_GearSlotPosition,0
weapon_mp5sd,m_WeaponType,WEAPONTYPE_SUBMACHINEGUN
weapon_mp5sd,m_bAllowFlipping,true
weapon_mp5sd,m_bAutoSwitchFrom,true
weapon_mp5sd,m_bAutoSwitchTo,true
weapon_mp5sd,m_bBuiltRightHanded,true
weapon_mp5sd,m_bCannotShootUnderwater,false
weapon_mp5sd,m_bHasBurstMode,false
weapon_mp5sd,m_bHideViewModelWhenZoomed,false
weapon_mp5sd,m_bIsFullAuto,true
weapon_mp5sd,m_bIsRevolver,false
weapon_mp5sd,m_bMeleeWeapon,false
weapon_mp5sd,m_bReserveAmmoAsClips,true
weapon_mp5sd,m_bUnzoomsAfterShot,false
weapon_mp5sd,m_eSilencerType,WEAPONSILENCER_INTEGRATED
weapon_mp5sd,m_flArmorRatio,1.25
weapon_mp5sd,m_flAttackMovespeedFactor,1.0
weapon_mp5sd,m_flCycleTime,0.08
weapon_mp5sd,m_flCycleTimeWhenInBurstMode,0.0
weapon_mp5sd,m_flDeployDuration,1.0
weapon_mp5sd,m_flDisallowAttackAfterReloadStartDuration,2.966667
weapon_mp5sd,m_flFlinchVelocityModifierLarge,0.0
weapon_mp5sd,m_flFlinchVelocityModifierSmall,0.0
weapon_mp5sd,m_flHeadshotMultiplier,4.0
weapon_mp5sd,m_flInaccuracyAltSoundThreshold,0.0
weapon_mp5sd,m_flInaccuracyCrouch,0.0085|0.0085
weapon_mp5sd,m_flInaccuracyFire,0.00218|0.00218
weapon_mp5sd,m_flInaccuracyJump,0.0596|0.0596
weapon_mp5sd,m_flInaccuracyJumpApex,0.0
weapon_mp5sd,m_flInaccuracyJumpInitial,0.05541
weapon_mp5sd,m_flInaccuracyLadder,0.05756|0.05756
weapon_mp5sd,m_flInaccuracyLand,0.000115|0.000115
weapon_mp5sd,m_flInaccuracyMove,0.03|0.01986
weapon_mp5sd,m_flInaccuracyPitchShift,0.0
weapon_mp5sd,m_flInaccuracyReload,0.0
weapon_mp5sd,m_flInaccuracyStand,0.01|0.01
weapon_mp5sd,m_flMaxSpeed,235.0|220.0
weapon_mp5sd,m_flPenetration,1.0
weapon_mp5sd,m_flRange,3600.0
weapon_mp5sd,m_flRangeModifier,0.87
weapon_mp5sd,m_flRecoilAngle,0.0|0.0
weapon_mp5sd,m_flRecoilAngleVariance,70.0|70.0
weapon_mp5sd,m_flRecoilMagnitude,16.0|16.0
weapon_mp5sd,m_flRecoilMagnitudeVariance,1.0|1.0
weapon_mp5sd,m_flRecoveryTimeCrouch,0.312494
weapon_mp5sd,m_flRecoveryTimeCrouchFinal,0.312494
weapon_mp5sd,m_flRecoveryTimeStand,0.437491
weapon_mp5sd,m_flRecoveryTimeStandFinal,0.437491
weapon_mp5sd,m_flSpread,0.0006|0.0006
weapon_mp5sd,m_flTimeBetweenBurstShots,0.0
weapon_mp5sd,m_flZoomTime0,0.0
weapon_mp5sd,m_flZoomTime1,0.0
weapon_mp5sd,m_flZoomTime2,0.0
weapon_mp5sd,m_iDefaultClip1,-1
weapon_mp5sd,m_iDefaultClip2,-1
weapon_mp5sd,m_iMaxClip1,30
weapon_mp5sd,m_iMaxClip2,0
weapon_mp5sd,m_iRumbleEffect,3
weapon_mp5sd,m_iWeight,25
weapon_mp5sd,m_nCrosshairDeltaDistance,2
weapon_mp5sd,m_nCrosshairMinDistance,6
weapon_mp5sd,m_nDamage,28
weapon_mp5sd,m_nKillAward,600
weapon_mp5sd,m_nNumBullets,1
weapon_mp5sd,m_nPrice,1400
weapon_mp5sd,m_nPrimaryAmmoType,BULLET_PLAYER_9MM
weapon_mp5sd,m_nPrimaryReserveAmmoMax,3
weapon_mp5sd,m_nRecoilSeed,61649
weapon_mp5sd,m_nRecoveryTransitionEndBullet,5
weapon_mp5sd,m_nRecoveryTransitionStartBullet,2
weapon_mp5sd,m_nSecondaryAmmoType,BULLET_PLAYER_9MM
weapon_mp5sd,m_nSecondaryReserveAmmoMax,0
weapon_mp5sd,m_nSpreadSeed,0
weapon_mp5sd,m_nTracerFrequency,0
weapon_mp5sd,m_nZoomFOV1,90
weapon_mp5sd,m_nZoomFOV2,90
weapon_mp5sd,m_nZoomLevels,0
weapon_mp5sd,m_szAnimClass,weapon_mp5sd
weapon_mp5sd,m_szAnimSkeleton,animation/skeletons/weapons/mp5sd.vnmskel
weapon_mp5sd,m_szName,weapon_mp5sd
weapon_mp5sd,m_szTracerParticle,particles/weapons/cs_weapon_fx/weapon_tracers_smg.vpcf
weapon_mp5sd,m_szWorldModel,weapons/models/mp5sd/weapon_smg_mp5sd.vmdl
weapon_mp5sd,m_vecMuzzlePos0,38.905|-5.166|-4.33
weapon_ump45,_base,weapon_ump45_prefab
weapon_ump45,_class,weapon_ump45
weapon_ump45,_not_pickable,1
weapon_ump45,m_GearSlot,GEAR_SLOT_RIFLE
weapon_ump45,m_GearSlotPosition,0
weapon_ump45,m_WeaponType,WEAPONTYPE_SUBMACHINEGUN
weapon_ump45,m_bAllowFlipping,true
weapon_ump45,m_bAutoSwitchFrom,true
weapon_ump45,m_bAutoSwitchTo,true
weapon_ump45,m_bBuiltRightHanded,true
weapon_ump45,m_bCannotShootUnderwater,false
weapon_ump45,m_bHasBurstMode,false
weapon_ump45,m_bHideViewModelWhenZoomed,false
weapon_ump45,m_bIsFullAuto,true
weapon_ump45,m_bIsRevolver,false
weapon_ump45,m_bMeleeWeapon,false
weapon_ump45,m_bReserveAmmoAsClips,true
weapon_ump45,m_bUnzoomsAfterShot,false
weapon_ump45,m_eSilencerType,WEAPONSILENCER_NONE
weapon_ump45,m_flArmorRatio,1.3
weapon_ump45,m_flAttackMovespeedFactor,1.0
weapon_ump45,m_flCycleTime,0.09
weapon_ump45,m_flCycleTimeWhenInBurstMode,0.0
weapon_ump45,m_flDeployDuration,1.0
weapon_ump45,m_flDisallowAttackAfterReloadStartDuration,3.466667
weapon_ump45,m_flFlinchVelocityModifierLarge,0.0
weapon_ump45,m_flFlinchVelocityModifierSmall,0.0
weapon_ump45,m_flHeadshotMultiplier,4.0
weapon_ump45,m_flInaccuracyAltSoundThreshold,0.0
weapon_ump45,m_flInaccuracyCrouch,0.01007|0.01007
weapon_ump45,m_flInaccuracyFire,0.00342|0.00342
weapon_ump45,m_flInaccuracyJump,0.03725|0.03725
weapon_ump45,m_flInaccuracyJumpApex,0.0
weapon_ump45,m_flInaccuracyJumpInitial,0.04721
weapon_ump45,m_flInaccuracyLadder,0.04235|0.04235
weapon_ump45,m_flInaccuracyLand,0.000085|0.000085
weapon_ump45,m_flInaccuracyMove,0.02876|0.02876
weapon_ump45,m_flInaccuracyPitchShift,0.0
weapon_ump45,m_flInaccuracyReload,0.0
weapon_ump45,m_flInaccuracyStand,0.01343|0.01343
weapon_ump45,m_flMaxSpeed,230.0|230.0
weapon_ump45,m_flPenetration,1.0
