class,clip,duration,kind,event,at,for
weapon_mp5sd,reload,2.9667,Sound,Weapon_MP5.Slideback,0.2000,0.0000
weapon_mp5sd,reload,2.9667,Sound,Weapon_MP5.Handle,0.4667,0.0000
weapon_mp5sd,reload,2.9667,Sound,Weapon_MP5.Clipout,0.7000,0.0000
weapon_mp5sd,reload,2.9667,ID,WPN_DROP_MAG,1.0333,0.0000
weapon_mp5sd,reload,2.9667,Sound,Weapon_MP5.Clipin,1.8334,0.0000
weapon_mp5sd,reload,2.9667,ID,WPN_RELOAD_ADD_AMMO,2.0000,0.0000
weapon_mp5sd,reload,2.9667,Sound,Weapon_MP5.AddAmmo,2.0000,0.0000
weapon_mp5sd,reload,2.9667,Sound,Weapon_MP5.Hit,2.4667,0.0000
weapon_mp5sd,shoot1,0.4000,,,,
weapon_mp5sd,shoot1,0.4000,Particle,shell_eject,0.0000,0.0000
weapon_mp5sd,shoot1,0.4000,ID,WPN_BLOCK_INSPECT,0.0000,0.2667
weapon_mp5sd,shoot1,0.4000,Particle,fps_view,0.0000,0.0000
weapon_ump45,draw,1.0000,,,,
weapon_ump45,draw,1.0000,Sound,Weapon_UMP45.Draw,0.0000,0.8333
weapon_ump45,draw,1.0000,Sound,Weapon_UMP45.BoltBack_Q,0.2667,0.0000
weapon_ump45,draw,1.0000,Sound,Weapon_UMP45.BoltForward_Q,0.4667,0.0000
weapon_ump45,idle,0.0000,,,,
weapon_ump45,lookat01,6.8333,,,,
weapon_ump45,lookat01,6.8333,ID,WPN_INSPECT_INTRO,0.0000,1.5333
weapon_ump45,lookat01,6.8333,Sound,Weapon_UMP45.WeaponMove1,0.1667,0.0000
weapon_ump45,lookat01,6.8333,ID,WPN_INSPECT_LOOP,1.5333,1.5000
weapon_ump45,lookat01,6.8333,ID,WPN_INSPECT_OUTRO,3.0333,3.8000
weapon_ump45,lookat01,6.8333,Sound,Weapon_UMP45.WeaponMove2,3.2667,0.0000
weapon_ump45,lookat01,6.8333,Sound,Weapon_UMP45.WeaponMove1,5.3666,0.0000
weapon_ump45,lookat01,6.8333,Sound,Weapon_UMP45.WeaponMove3,5.7000,0.0000
weapon_ump45,reload,3.4333,,,,
weapon_ump45,reload,3.4333,ID,WPN_RELOAD_SILENT,0.0000,1.7666
weapon_ump45,reload,3.4333,Sound,Weapon_UMP45.Clipout,0.4667,0.0000
weapon_ump45,reload,3.4333,ID,WPN_DROP_MAG,0.7000,0.0000
weapon_ump45,reload,3.4333,Sound,Weapon_UMP45.Clipin,1.4333,0.0000
weapon_ump45,reload,3.4333,Sound,Weapon_UMP45.AddAmmo,1.5333,0.0000
weapon_ump45,reload,3.4333,ID,WPN_RELOAD_ADD_AMMO,1.5333,0.0000
weapon_ump45,reload,3.4333,Sound,Weapon_UMP45.BoltBack,2.1666,0.0000
weapon_ump45,reload,3.4333,Sound,Weapon_UMP45.BoltForward,2.4000,0.0000
weapon_ump45,shoot1,1.0000,,,,
weapon_ump45,shoot1,1.0000,Particle,fps_view,0.0000,0.0000
weapon_ump45,shoot1,1.0000,ID,WPN_BLOCK_INSPECT,0.0000,0.3667
weapon_ump45,shoot1,1.0000,Particle,shell_eject,0.0000,0.0000
weapon_p90,draw,1.0000,,,,
weapon_p90,draw,1.0000,Sound,Weapon_P90.Draw,0.0000,0.7333
weapon_p90,draw,1.0000,Sound,Weapon_P90.BoltBack_Q,0.3667,0.0000
weapon_p90,draw,1.0000,Sound,Weapon_P90.BoltForward_Q,0.5000,0.0000
weapon_p90,idle,0.0000,,,,
weapon_p90,lookat01,5.3333,,,,
weapon_p90,lookat01,5.3333,ID,WPN_INSPECT_INTRO,0.0000,1.5000
weapon_p90,lookat01,5.3333,Sound,Weapon_P90.WeaponMove2,0.0667,0.0000
weapon_p90,lookat01,5.3333,ID,WPN_INSPECT_LOOP,1.5000,1.4333
weapon_p90,lookat01,5.3333,Sound,Weapon_P90.WeaponMove3,2.9333,0.0000
weapon_p90,lookat01,5.3333,ID,WPN_INSPECT_OUTRO,2.9333,2.4000
weapon_p90,lookat01,5.3333,Sound,Weapon_P90.WeaponMove1,3.1333,0.0000
weapon_p90,lookat01,5.3333,Sound,Weapon_P90.WeaponMove3,4.3333,0.0000
weapon_p90,reload,3.3667,,,,
weapon_p90,reload,3.3667,ID,WPN_RELOAD_SILENT,0.0000,1.7667
weapon_p90,reload,3.3667,Sound,Weapon_P90.Cliprelease,0.3667,0.0000
weapon_p90,reload,3.3667,Sound,Weapon_P90.Clipout,0.4667,0.0000
weapon_p90,reload,3.3667,ID,WPN_DROP_MAG,0.7667,0.0000
weapon_p90,reload,3.3667,Sound,Weapon_P90.Clipin,1.4333,0.0000
weapon_p90,reload,3.3667,Sound,Weapon_P90.ClipHit,2.0000,0.0000
weapon_p90,reload,3.3667,ID,WPN_RELOAD_ADD_AMMO,2.0000,0.0000
weapon_p90,reload,3.3667,Sound,Weapon_P90.BoltBack,2.8000,0.0000
weapon_p90,reload,3.3667,Sound,Weapon_P90.BoltForward,3.0334,0.0000
weapon_p90,shoot1,0.8333,,,,
weapon_p90,shoot1,0.8333,Particle,fps_view,0.0000,0.0000
weapon_p90,shoot1,0.8333,ID,WPN_BLOCK_INSPECT,0.0000,0.2333
weapon_p90,shoot1,0.8333,Particle,shell_eject,0.0000,0.0000
weapon_bizon,draw,1.1000,,,,
weapon_bizon,draw,1.1000,Sound,Weapon_bizon.Draw,0.0000,0.4667
weapon_bizon,draw,1.1000,ID,WPN_INSPECT_USE_DRAW_VERSION,0.0000,0.2333
weapon_bizon,draw,1.1000,ID,WPN_INSPECT_USE_FIXUP_VERSION,0.2333,0.4333
weapon_bizon,draw,1.1000,Sound,Weapon_bizon.BoltBack_Q,0.3333,0.0000
weapon_bizon,draw,1.1000,Sound,Weapon_bizon.WeaponMove3,0.4667,0.4667
weapon_bizon,draw,1.1000,Sound,Weapon_bizon.BoltForward_Q,0.5000,0.0000
weapon_bizon,idle,0.0000,,,,
weapon_bizon,lookat01,4.3333,,,,
weapon_bizon,lookat01,4.3333,ID,WPN_INSPECT_INTRO,0.0000,1.0667
weapon_bizon,lookat01,4.3333,Sound,Weapon_bizon.WeaponMove1,0.0667,0.0000
weapon_bizon,lookat01,4.3333,ID,WPN_INSPECT_LOOP,1.0667,1.5333
weapon_bizon,lookat01,4.3333,Sound,Weapon_bizon.WeaponMove2,2.5666,0.0000
weapon_bizon,lookat01,4.3333,ID,WPN_INSPECT_OUTRO,2.6000,1.7333
weapon_bizon,lookat01,4.3333,Sound,Weapon_bizon.WeaponMove3,3.7333,0.0000
weapon_bizon,lookat01_draw,4.3333,,,,
weapon_bizon,lookat01_draw,4.3333,ID,WPN_INSPECT_INTRO,0.0000,1.0667
weapon_bizon,lookat01_draw,4.3333,Sound,Weapon_bizon.WeaponMove1,0.0667,0.0000
weapon_bizon,lookat01_draw,4.3333,ID,WPN_INSPECT_LOOP,1.0667,1.5333
weapon_bizon,lookat01_draw,4.3333,Sound,Weapon_bizon.WeaponMove2,2.5666,0.0000
weapon_bizon,lookat01_draw,4.3333,ID,WPN_INSPECT_OUTRO,2.6000,1.7333
weapon_bizon,lookat01_draw,4.3333,Sound,Weapon_bizon.WeaponMove3,3.7333,0.0000
weapon_bizon,lookat01_transfix,4.3333,,,,
weapon_bizon,lookat01_transfix,4.3333,ID,WPN_INSPECT_INTRO,0.0000,1.0667
weapon_bizon,lookat01_transfix,4.3333,Sound,Weapon_bizon.WeaponMove1,0.0667,0.0000
weapon_bizon,lookat01_transfix,4.3333,ID,WPN_INSPECT_LOOP,1.0667,1.5333
weapon_bizon,lookat01_transfix,4.3333,Sound,Weapon_bizon.WeaponMove2,2.5666,0.0000
weapon_bizon,lookat01_transfix,4.3333,ID,WPN_INSPECT_OUTRO,2.6000,1.7333
weapon_bizon,lookat01_transfix,4.3333,Sound,Weapon_bizon.WeaponMove3,3.7333,0.0000
weapon_bizon,reload,2.4333,,,,
weapon_bizon,reload,2.4333,ID,WPN_RELOAD_SILENT,0.0000,1.3666
weapon_bizon,reload,2.4333,Sound,Weapon_bizon.Clipout,0.4000,0.0000
weapon_bizon,reload,2.4333,ID,WPN_DROP_MAG,0.7333,0.0000
weapon_bizon,reload,2.4333,Sound,Weapon_bizon.Clipin,1.1000,0.0000
weapon_bizon,reload,2.4333,Sound,Weapon_bizon.AddAmmo,1.1333,0.0000
weapon_bizon,reload,2.4333,ID,WPN_RELOAD_ADD_AMMO,1.1333,0.0000
weapon_bizon,reload,2.4333,Sound,Weapon_bizon.BoltBack,1.7000,0.0000
weapon_bizon,reload,2.4333,Sound,Weapon_bizon.BoltForward,1.8333,0.0000
weapon_bizon,shoot1,0.8667,,,,
weapon_bizon,shoot1,0.8667,Particle,shell_eject,0.0000,0.0000
weapon_bizon,shoot1,0.8667,ID,WPN_BLOCK_INSPECT,0.0000,0.3000
weapon_bizon,shoot1,0.8667,Particle,fps_view,0.0000,0.0000
weapon_galilar,draw,1.1000,,,,
weapon_galilar,draw,1.1000,Sound,Weapon_GalilAR.Draw,0.0000,1.0667
weapon_galilar,draw,1.1000,ID,WPN_INSPECT_USE_DRAW_VERSION,0.0000,0.1667
weapon_galilar,draw,1.1000,Sound,Weapon_GalilAR.BoltBack_Q,0.2000,0.0000
weapon_galilar,draw,1.1000,Sound,Weapon_GalilAR.BoltForward_Q,0.4000,0.0000
weapon_galilar,idle,0.0000,,,,
weapon_galilar,lookat01,4.5667,,,,
weapon_galilar,lookat01,4.5667,ID,WPN_INSPECT_INTRO,0.0000,0.9333
weapon_galilar,lookat01,4.5667,Sound,Weapon_GalilAR.WeaponMove3,0.0667,0.0000
weapon_galilar,lookat01,4.5667,ID,WPN_INSPECT_LOOP,0.9333,1.2333
weapon_galilar,lookat01,4.5667,ID,WPN_INSPECT_OUTRO,2.1667,2.4000
weapon_galilar,lookat01,4.5667,Sound,Weapon_GalilAR.WeaponMove1,2.2000,0.0000
weapon_galilar,lookat01,4.5667,Sound,Weapon_GalilAR.WeaponMove2,3.4667,0.0000
weapon_galilar,lookat01_transfix,4.5667,,,,
weapon_galilar,lookat01_transfix,4.5667,ID,WPN_INSPECT_INTRO,0.0000,0.9333
weapon_galilar,lookat01_transfix,4.5667,Sound,Weapon_GalilAR.WeaponMove3,0.0667,0.0000
weapon_galilar,lookat01_transfix,4.5667,ID,WPN_INSPECT_LOOP,0.9333,1.2333
weapon_galilar,lookat01_transfix,4.5667,ID,WPN_INSPECT_OUTRO,2.1667,2.4000
weapon_galilar,lookat01_transfix,4.5667,Sound,Weapon_GalilAR.WeaponMove1,2.2000,0.0000
weapon_galilar,lookat01_transfix,4.5667,Sound,Weapon_GalilAR.WeaponMove2,3.4667,0.0000
weapon_galilar,reload,3.0333,,,,
weapon_galilar,reload,3.0333,ID,WPN_RELOAD_SILENT,0.0000,1.1000
weapon_galilar,reload,3.0333,Sound,Weapon_GalilAR.Clipout,0.4667,0.0000
weapon_galilar,reload,3.0333,ID,WPN_DROP_MAG,0.7333,0.0000
weapon_galilar,reload,3.0333,Sound,Weapon_GalilAR.AddAmmo,1.1333,0.0000
weapon_galilar,reload,3.0333,Sound,Weapon_GalilAR.Clipin,1.1667,0.0000
weapon_galilar,reload,3.0333,ID,WPN_RELOAD_ADD_AMMO,1.1667,0.0000
weapon_galilar,reload,3.0333,Sound,Weapon_GalilAR.BoltBack,1.8666,0.0000
weapon_galilar,reload,3.0333,Sound,Weapon_GalilAR.BoltForward,2.0666,0.0000
weapon_galilar,shoot1,0.8000,,,,
weapon_galilar,shoot1,0.8000,Particle,game,0.0000,0.0000
weapon_galilar,shoot1,0.8000,ID,WPN_BLOCK_INSPECT,0.0000,0.3333
weapon_galilar,shoot1,0.8000,Particle,shell_eject,0.0000,0.0000
weapon_famas,draw,1.0000,,,,
weapon_famas,draw,1.0000,Sound,Weapon_FAMAS.Draw,0.0000,0.4667
weapon_famas,draw,1.0000,Sound,Weapon_FAMAS.BoltForward_Q,0.3000,0.0000
weapon_famas,draw,1.0000,Sound,Weapon_FAMAS.BoltBack_Q,0.3667,0.0000
weapon_famas,idle,0.0000,,,,
weapon_famas,lookat01,4.3333,,,,
weapon_famas,lookat01,4.3333,ID,WPN_INSPECT_INTRO,0.0000,0.9000
weapon_famas,lookat01,4.3333,Sound,Weapon_FAMAS.WeaponMove1,0.0667,0.0000
weapon_famas,lookat01,4.3333,ID,WPN_INSPECT_LOOP,0.9000,1.5333
weapon_famas,lookat01,4.3333,Sound,Weapon_FAMAS.WeaponMove2,2.4000,0.0000
weapon_famas,lookat01,4.3333,ID,WPN_INSPECT_OUTRO,2.4333,1.9000
weapon_famas,lookat01,4.3333,Sound,Weapon_FAMAS.WeaponMove3,3.5000,0.0000
weapon_famas,reload,3.3000,,,,
weapon_famas,reload,3.3000,ID,WPN_RELOAD_SILENT,0.0000,1.4000
weapon_famas,reload,3.3000,Sound,Weapon_FAMAS.Clipout,0.6000,0.0000
weapon_famas,reload,3.3000,ID,WPN_DROP_MAG,0.7667,0.0000
weapon_famas,reload,3.3000,Sound,Weapon_FAMAS.Clipin,1.5667,0.0000
weapon_famas,reload,3.3000,Sound,Weapon_FAMAS.AddAmmo,1.6667,0.0000
weapon_famas,reload,3.3000,ID,WPN_RELOAD_ADD_AMMO,1.6667,0.0000
weapon_famas,reload,3.3000,Sound,Weapon_FAMAS.ClipHit,2.1333,0.0000
weapon_famas,reload,3.3000,Sound,Weapon_FAMAS.BoltBack,2.6000,0.0000
weapon_famas,reload,3.3000,Sound,Weapon_FAMAS.BoltForward,2.6667,0.0000
weapon_famas,shoot1,0.8667,,,,
weapon_famas,shoot1,0.8667,Particle,shell_eject,0.0000,0.0000
weapon_famas,shoot1,0.8667,Particle,fps_view,0.0000,0.0000
weapon_famas,shoot1,0.8667,ID,WPN_BLOCK_INSPECT,0.0000,0.5334
weapon_ak47,draw,1.0000,,,,
weapon_ak47,draw,1.0000,Sound,Weapon_AK47.WeaponMove1,0.0000,0.8000
weapon_ak47,draw,1.0000,ID,WPN_INSPECT_USE_DRAW_VERSION,0.0000,0.1667
weapon_ak47,draw,1.0000,ID,WPN_INSPECT_USE_FIXUP_VERSION,0.1667,0.5000
weapon_ak47,draw,1.0000,Sound,Weapon_AK47.Draw,0.1667,0.4667
weapon_ak47,draw,1.0000,Sound,Weapon_AK47.BoltPull_Q,0.2667,0.0000
weapon_ak47,draw,1.0000,Sound,Weapon_AK47.Inspect_F245,0.3000,0.0000
weapon_ak47,idle,0.0000,,,,
weapon_ak47,lookat01,4.5667,,,,
weapon_ak47,lookat01,4.5667,ID,WPN_INSPECT_INTRO,0.0000,0.9333
weapon_ak47,lookat01,4.5667,Sound,Weapon_AK47.WeaponMove3,0.0667,0.0000
weapon_ak47,lookat01,4.5667,ID,WPN_INSPECT_LOOP,0.9333,1.2333
weapon_ak47,lookat01,4.5667,ID,WPN_INSPECT_OUTRO,2.1667,2.4000
weapon_ak47,lookat01,4.5667,Sound,Weapon_AK47.WeaponMove1,2.2000,0.0000
weapon_ak47,lookat01,4.5667,Sound,Weapon_AK47.WeaponMove2,3.5000,0.0000
weapon_ak47,lookat01_draw,4.5667,,,,
weapon_ak47,lookat01_draw,4.5667,ID,WPN_INSPECT_INTRO,0.0000,0.9333
weapon_ak47,lookat01_draw,4.5667,Sound,Weapon_AK47.WeaponMove3,0.0667,0.0000
weapon_ak47,lookat01_draw,4.5667,ID,WPN_INSPECT_LOOP,0.9333,1.2333
weapon_ak47,lookat01_draw,4.5667,ID,WPN_INSPECT_OUTRO,2.1667,2.4000
weapon_ak47,lookat01_draw,4.5667,Sound,Weapon_AK47.WeaponMove1,2.2000,0.0000
weapon_ak47,lookat01_draw,4.5667,Sound,Weapon_AK47.WeaponMove2,3.5000,0.0000
weapon_ak47,lookat01_transfix,4.5667,,,,
weapon_ak47,lookat01_transfix,4.5667,ID,WPN_INSPECT_INTRO,0.0000,0.9333
weapon_ak47,lookat01_transfix,4.5667,Sound,Weapon_AK47.WeaponMove3,0.0667,0.0000
weapon_ak47,lookat01_transfix,4.5667,ID,WPN_INSPECT_LOOP,0.9333,1.2333
weapon_ak47,lookat01_transfix,4.5667,ID,WPN_INSPECT_OUTRO,2.1667,2.4000
weapon_ak47,lookat01_transfix,4.5667,Sound,Weapon_AK47.WeaponMove1,2.2000,0.0000
weapon_ak47,lookat01_transfix,4.5667,Sound,Weapon_AK47.WeaponMove2,3.5000,0.0000
weapon_ak47,lookat03,7.6000,,,,
weapon_ak47,lookat03,7.6000,ID,WPN_INSPECT_INTRO,0.0000,1.1333
weapon_ak47,lookat03,7.6000,Sound,Weapon_AK47.WeaponMove3,0.2000,0.0000
weapon_ak47,lookat03,7.6000,Sound,Weapon_AK47.WeaponMove1,0.8405,0.0000
weapon_ak47,lookat03,7.6000,ID,WPN_INSPECT_LOOP,1.1333,3.8000
weapon_ak47,lookat03,7.6000,Sound,Weapon_AK47.WeaponMove2,3.3333,0.0000
weapon_ak47,lookat03,7.6000,ID,WPN_INSPECT_OUTRO,4.9333,2.6667
weapon_ak47,lookat03_draw,7.6000,,,,
weapon_ak47,lookat03_draw,7.6000,ID,WPN_INSPECT_INTRO,0.0000,1.1333
weapon_ak47,lookat03_draw,7.6000,Sound,Weapon_AK47.WeaponMove3,0.2000,0.0000
weapon_ak47,lookat03_draw,7.6000,Sound,Weapon_AK47.WeaponMove1,0.8405,0.0000
weapon_ak47,lookat03_draw,7.6000,ID,WPN_INSPECT_LOOP,1.1333,3.8000
weapon_ak47,lookat03_draw,7.6000,Sound,Weapon_AK47.WeaponMove2,3.3333,0.0000
weapon_ak47,lookat03_draw,7.6000,ID,WPN_INSPECT_OUTRO,4.9333,2.6667
weapon_ak47,lookat03_transfix,7.6000,,,,
weapon_ak47,lookat03_transfix,7.6000,ID,WPN_INSPECT_INTRO,0.0000,1.1333
weapon_ak47,lookat03_transfix,7.6000,Sound,Weapon_AK47.WeaponMove3,0.2000,0.0000
weapon_ak47,lookat03_transfix,7.6000,Sound,Weapon_AK47.WeaponMove1,0.8405,0.0000
weapon_ak47,lookat03_transfix,7.6000,ID,WPN_INSPECT_LOOP,1.1333,3.8000
weapon_ak47,lookat03_transfix,7.6000,Sound,Weapon_AK47.WeaponMove2,3.3333,0.0000
weapon_ak47,lookat03_transfix,7.6000,ID,WPN_INSPECT_OUTRO,4.9333,2.6667
weapon_ak47,lookat_draw,0.2667,,,,
weapon_ak47,reload,2.4333,,,,
weapon_ak47,reload,2.4333,ID,WPN_RELOAD_SILENT,0.0000,1.1667
weapon_ak47,reload,2.4333,Sound,Weapon_AK47.Inspect_F245,0.1333,0.0000
weapon_ak47,reload,2.4333,Sound,Weapon_AK47.Clipout,0.3667,0.0000
weapon_ak47,reload,2.4333,ID,WPN_DROP_MAG,0.6000,0.0000
weapon_ak47,reload,2.4333,Sound,Weapon_AK47.Inspect_F100,0.7000,0.0000
weapon_ak47,reload,2.4333,Sound,Weapon_AK47.Clipin,1.0667,0.0000
weapon_ak47,reload,2.4333,Sound,Weapon_AK47.AddAmmo,1.1000,0.0000
weapon_ak47,reload,2.4333,ID,WPN_RELOAD_ADD_AMMO,1.1000,0.0000
weapon_ak47,reload,2.4333,Sound,Weapon_AK47.BoltPull,1.6000,0.0000
weapon_ak47,reload,2.4333,Sound,Weapon_AK47.Inspect_F245,1.6666,0.0000
weapon_ak47,shoot1,0.7667,,,,
weapon_ak47,shoot1,0.7667,Particle,shell_eject,0.0000,0.0000
weapon_ak47,shoot1,0.7667,ID,WPN_BLOCK_INSPECT,0.0000,0.4000
weapon_ak47,shoot1,0.7667,Particle,game,0.0000,0.0000
weapon_m4a1,draw,1.1333,,,,
weapon_m4a1,draw,1.1333,Sound,Weapon_M4A1.Draw,0.0000,1.0000
weapon_m4a1,draw,1.1333,Sound,Weapon_M4A1.BoltForward_Q,0.2667,0.0000
weapon_m4a1,draw,1.1333,Sound,Weapon_M4A1.BoltBack_Q,0.5333,0.0000
weapon_m4a1,idle,0.0000,,,,
weapon_m4a1,lookat01,5.3000,,,,
weapon_m4a1,lookat01,5.3000,ID,WPN_INSPECT_INTRO,0.0000,1.5333
weapon_m4a1,lookat01,5.3000,Sound,Weapon_M4A1.WeaponMove1,0.0667,0.0000
weapon_m4a1,lookat01,5.3000,ID,WPN_INSPECT_LOOP,1.5333,1.5000
weapon_m4a1,lookat01,5.3000,ID,WPN_INSPECT_OUTRO,3.0333,2.2667
weapon_m4a1,lookat01,5.3000,Sound,Weapon_M4A1.WeaponMove2,3.0667,0.0000
weapon_m4a1,lookat01,5.3000,Sound,Weapon_M4A1.WeaponMove3,3.8667,0.0000
weapon_m4a1,reload,3.0667,,,,
weapon_m4a1,reload,3.0667,ID,WPN_RELOAD_SILENT,0.0000,1.3333
weapon_m4a1,reload,3.0667,Sound,Weapon_M4A1.Clipout,0.4333,0.0000
weapon_m4a1,reload,3.0667,ID,WPN_DROP_MAG,0.6333,0.0000
weapon_m4a1,reload,3.0667,Sound,Weapon_M4A1.Clipin,1.1667,0.0000
weapon_m4a1,reload,3.0667,Sound,Weapon_M4A1.AddAmmo,1.3667,0.0000
weapon_m4a1,reload,3.0667,ID,WPN_RELOAD_ADD_AMMO,1.3667,0.0000
weapon_m4a1,reload,3.0667,Sound,Weapon_M4A1.ClipHit,2.0000,0.0000
weapon_m4a1,shoot1,0.4000,,,,
weapon_m4a1,shoot1,0.4000,Particle,fps_view,0.0000,0.0000
weapon_m4a1,shoot1,0.4000,ID,WPN_BLOCK_INSPECT,0.0000,0.1667
weapon_m4a1,shoot1,0.4000,Particle,shell_eject,0.0000,0.0000
weapon_m4a1_silencer,draw,1.1333,,,,
weapon_m4a1_silencer,draw,1.1333,Sound,Weapon_M4A1.Draw,0.0000,1.0333
weapon_m4a1_silencer,draw,1.1333,Sound,Weapon_M4A1S.BoltForward_Q,0.4333,0.0000
weapon_m4a1_silencer,draw,1.1333,Sound,Weapon_M4A1S.BoltBack_Q,0.6333,0.0000
weapon_m4a1_silencer,idle,0.0000,,,,
weapon_m4a1_silencer,lookat01,5.3000,,,,
weapon_m4a1_silencer,lookat01,5.3000,ID,WPN_INSPECT_INTRO,0.0000,1.5333
weapon_m4a1_silencer,lookat01,5.3000,Sound,Weapon_M4A1.WeaponMove1,0.0667,0.0000
weapon_m4a1_silencer,lookat01,5.3000,ID,WPN_INSPECT_LOOP,1.5333,1.5000
weapon_m4a1_silencer,lookat01,5.3000,ID,WPN_INSPECT_OUTRO,3.0333,2.2667
weapon_m4a1_silencer,lookat01,5.3000,Sound,Weapon_M4A1.WeaponMove2,3.0667,0.0000
weapon_m4a1_silencer,lookat01,5.3000,Sound,Weapon_M4A1.WeaponMove3,3.8667,0.0000
weapon_m4a1_silencer,reload,3.0667,,,,
weapon_m4a1_silencer,reload,3.0667,ID,WPN_RELOAD_SILENT,0.0000,1.7000
weapon_m4a1_silencer,reload,3.0667,Sound,Weapon_M4A1.Clipout,0.4333,0.0000
weapon_m4a1_silencer,reload,3.0667,ID,WPN_DROP_MAG,0.6333,0.0000
weapon_m4a1_silencer,reload,3.0667,Sound,Weapon_M4A1.Clipin,1.1667,0.0000
weapon_m4a1_silencer,reload,3.0667,Sound,Weapon_M4A1.AddAmmo,1.3667,0.0000
weapon_m4a1_silencer,reload,3.0667,ID,WPN_RELOAD_ADD_AMMO,1.3667,0.0000
weapon_m4a1_silencer,reload,3.0667,Sound,Weapon_M4A1.ClipHit,2.0000,0.0000
weapon_m4a1_silencer,shoot1,0.4000,,,,
weapon_m4a1_silencer,shoot1,0.4000,Particle,game,0.0000,0.0000
weapon_m4a1_silencer,shoot1,0.4000,Particle,shell_eject,0.0000,0.0000
weapon_m4a1_silencer,shoot1,0.4000,ID,WPN_BLOCK_INSPECT,0.0000,0.2333
weapon_m4a1_silencer,shoot1,0.4000,Particle,fps_view,0.0000,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,,,,
weapon_m4a1_silencer,silencer_attach,4.8333,Sound,Weapon_M4A1.SilencerWeaponMove1,0.1000,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,ID,WPN_SHOW_SILENCER,0.6000,3.0333
weapon_m4a1_silencer,silencer_attach,4.8333,Sound,Weapon_M4A1.SilencerScrewOnStart,1.1000,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,Sound,Weapon_M4A1.SilencerScrew1,1.5667,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,Sound,Weapon_M4A1.SilencerScrew2,2.1667,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,Sound,Weapon_M4A1.SilencerScrew3,2.5666,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,Sound,Weapon_M4A1.SilencerScrew4,2.9666,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,Sound,Weapon_M4A1.SilencerScrew5,3.2666,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,ID,WPN_SILENCER_ATTACH,3.4333,0.0000
weapon_m4a1_silencer,silencer_attach,4.8333,Sound,Weapon_M4A1.SilencerWeaponMove3,4.0000,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,,,,
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerWeaponMove1,0.1000,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerScrew1,0.8000,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerScrew2,1.4333,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerScrew3,1.8000,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerScrew4,2.2000,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerScrew5,2.5333,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,ID,WPN_SHOW_SILENCER,2.9333,0.9000
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerScrew1,2.9333,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerScrewOffEnd,3.0333,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,ID,WPN_SILENCER_DETACH,3.2666,0.0000
weapon_m4a1_silencer,silencer_detach,4.8333,Sound,Weapon_M4A1.SilencerWeaponMove3,3.5041,0.0000
weapon_sg556,draw,1.0000,,,,
weapon_sg556,draw,1.0000,Sound,Weapon_sg556.Draw,0.0000,0.5333
weapon_sg556,draw,1.0000,Sound,Weapon_sg556.BoltBack_Q,0.2667,0.0000
weapon_sg556,draw,1.0000,Sound,Weapon_sg556.BoltForward_Q,0.4667,0.0000
weapon_sg556,idle,0.0000,,,,
weapon_sg556,ironsight_fidget,0.0000,,,,
weapon_sg556,ironsight_shoot,0.2667,,,,
weapon_sg556,ironsight_shoot,0.2667,Particle,ironsight,0.0000,0.0000
weapon_sg556,ironsight_shoot,0.2667,Particle,shell_eject,0.0000,0.0000
weapon_sg556,lookat01,4.3333,,,,
weapon_sg556,lookat01,4.3333,ID,WPN_INSPECT_INTRO,0.0000,1.0667
weapon_sg556,lookat01,4.3333,Sound,Weapon_sg556.WeaponMove1,0.0667,0.0000
weapon_sg556,lookat01,4.3333,ID,WPN_INSPECT_LOOP,1.0667,1.5333
weapon_sg556,lookat01,4.3333,Sound,Weapon_sg556.WeaponMove2,2.5666,0.0000
weapon_sg556,lookat01,4.3333,ID,WPN_INSPECT_OUTRO,2.6000,1.7333
weapon_sg556,lookat01,4.3333,Sound,Weapon_sg556.WeaponMove3,3.7333,0.0000
weapon_sg556,reload,2.7667,,,,
weapon_sg556,reload,2.7667,ID,WPN_RELOAD_SILENT,0.0000,1.5334
